sku,level,board,board_label,tier_scope,status,listing_title,slug_candidate,price_early_bird,price_regular,early_bird_end_date,release_date,payhip_url,source_param,unit_key,unit_code,unit_title,section_key,section_code,section_title,subtopic_id,subtopic_code,subtopic_title,subtopic_count,section_count,unit_count,kahoot_url,worksheet_url,section_bundle_url,unit_bundle_url,deliver_now,deliver_on_release,bonus,presale_notes,terms_pdf_url,tags,notes
L1-CIE0580-C1-11,L1,cie0580,CIE 0580,Core,presale,CIE 0580 C1-11 Ratio And Proportion Worksheet + Kahoot Companion (Core),l1-cie0580-c1-11,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-11,kahoot_cie0580_l1,number,U1,Number,number-c1,C1,Number (Core),cie0580:number-c1:c1-11-ratio-and-proportion,C1-11,ratio and proportion,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-11,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-11,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,core,unit:number,section:c1,subtopic:c1-11",
L1-CIE0580-C1-12,L1,cie0580,CIE 0580,Core,presale,CIE 0580 C1-12 Rates Worksheet + Kahoot Companion (Core),l1-cie0580-c1-12,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-12,kahoot_cie0580_l1,number,U1,Number,number-c1,C1,Number (Core),cie0580:number-c1:c1-12-rates,C1-12,rates,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-12,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-12,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,core,unit:number,section:c1,subtopic:c1-12",
L1-CIE0580-C1-13,L1,cie0580,CIE 0580,Core,presale,CIE 0580 C1-13 Percentages Worksheet + Kahoot Companion (Core),l1-cie0580-c1-13,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-13,kahoot_cie0580_l1,number,U1,Number,number-c1,C1,Number (Core),cie0580:number-c1:c1-13-percentages,C1-13,percentages,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-13,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-13,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,core,unit:number,section:c1,subtopic:c1-13",
L1-CIE0580-C1-14,L1,cie0580,CIE 0580,Core,presale,CIE 0580 C1-14 Using A Calculator Worksheet + Kahoot Companion (Core),l1-cie0580-c1-14,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-14,kahoot_cie0580_l1,number,U1,Number,number-c1,C1,Number (Core),cie0580:number-c1:c1-14-using-a-calculator,C1-14,using a calculator,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-14,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-14,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,core,unit:number,section:c1,subtopic:c1-14",
L1-CIE0580-C1-15,L1,cie0580,CIE 0580,Core,presale,CIE 0580 C1-15 Time Worksheet + Kahoot Companion (Core),l1-cie0580-c1-15,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-15,kahoot_cie0580_l1,number,U1,Number,number-c1,C1,Number (Core),cie0580:number-c1:c1-15-time,C1-15,time,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-15,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,core,unit:number,section:c1,subtopic:c1-15",
L1-CIE0580-C1-16,L1,cie0580,CIE 0580,Core,presale,CIE 0580 C1-16 Money Worksheet + Kahoot Companion (Core),l1-cie0580-c1-16,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-16,kahoot_cie0580_l1,number,U1,Number,number-c1,C1,Number (Core),cie0580:number-c1:c1-16-money,C1-16,money,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-16,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-16,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,core,unit:number,section:c1,subtopic:c1-16",
L1-CIE0580-E1-01,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-01 Types Of Number Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-01,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-01,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-01-types-of-number,E1-01,types of number,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-01",
L1-CIE0580-E1-02,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-02 Sets Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-02,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-02,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-02-sets,E1-02,sets,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-02",
L1-CIE0580-E1-03,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-03 Powers And Roots Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-03,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-03,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-03-powers-and-roots,E1-03,powers and roots,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-03",
L1-CIE0580-E1-04,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-04 Fractions Decimals Percentages Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-04,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-04,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-04-fractions-decimals-percentages,E1-04,fractions decimals percentages,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-04,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-04,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-04",
L1-CIE0580-E1-05,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-05 Ordering Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-05,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-05,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-05-ordering,E1-05,ordering,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-05,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-05,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-05",
L1-CIE0580-E1-06,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-06 Four Operations Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-06,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-06,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-06-four-operations,E1-06,four operations,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-06,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-06,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-06",
L1-CIE0580-E1-07,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-07 Indices I Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-07,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-07,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-07-indices-i,E1-07,indices i,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-07,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-07,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-07",
L1-CIE0580-E1-08,L1,cie0580,CIE 0580,Extended,presale,CIE 0580 E1-08 Standard Form Worksheet + Kahoot Companion (Extended),l1-cie0580-e1-08,US$3,US$4,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-08,kahoot_cie0580_l1,number,U1,Number,number-e1,E1,Number (Extended),cie0580:number-e1:e1-08-standard-form,E1-08,standard form,1,,,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-08,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-08,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l1,cie0580,extended,unit:number,section:e1,subtopic:e1-08",
