sku,level,board,board_label,tier_scope,status,listing_title,slug_candidate,price_early_bird,price_regular,early_bird_end_date,release_date,payhip_url,source_param,unit_key,unit_code,unit_title,section_key,section_code,section_title,subtopic_id,subtopic_code,subtopic_title,subtopic_count,section_count,unit_count,kahoot_url,worksheet_url,section_bundle_url,unit_bundle_url,deliver_now,deliver_on_release,bonus,presale_notes,terms_pdf_url,tags,notes
L2-CIE0580-C6,L2,cie0580,CIE 0580,Core,presale,CIE 0580 C6 Trigonometry (Core) Section Bundle,l2-cie0580-c6,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c6,kahoot_cie0580_l2,trigonometry,U6,Trigonometry,trigonometry-c6,C6,Trigonometry (Core),,,,2,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c6,https://payhip.com/25maths?src=cie0580-unit-trigonometry,Presale placeholder + section entitlement + release updates.,2 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,core,unit:trigonometry,section:c6",
L2-CIE0580-E6,L2,cie0580,CIE 0580,Extended,presale,CIE 0580 E6 Trigonometry (Extended) Section Bundle,l2-cie0580-e6,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e6,kahoot_cie0580_l2,trigonometry,U6,Trigonometry,trigonometry-e6,E6,Trigonometry (Extended),,,,6,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e6,https://payhip.com/25maths?src=cie0580-unit-trigonometry,Presale placeholder + section entitlement + release updates.,6 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,extended,unit:trigonometry,section:e6",
L2-CIE0580-C7,L2,cie0580,CIE 0580,Core,presale,CIE 0580 C7 Transformations and Vectors (Core) Section Bundle,l2-cie0580-c7,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c7,kahoot_cie0580_l2,transformations,U7,Transformations and Vectors,transformations-c7,C7,Transformations and Vectors (Core),,,,1,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c7,https://payhip.com/25maths?src=cie0580-unit-transformations,Presale placeholder + section entitlement + release updates.,1 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,core,unit:transformations,section:c7",
L2-CIE0580-E7,L2,cie0580,CIE 0580,Extended,presale,CIE 0580 E7 Transformations and Vectors (Extended) Section Bundle,l2-cie0580-e7,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e7,kahoot_cie0580_l2,transformations,U7,Transformations and Vectors,transformations-e7,E7,Transformations and Vectors (Extended),,,,4,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e7,https://payhip.com/25maths?src=cie0580-unit-transformations,Presale placeholder + section entitlement + release updates.,4 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,extended,unit:transformations,section:e7",
L2-CIE0580-C8,L2,cie0580,CIE 0580,Core,presale,CIE 0580 C8 Probability (Core) Section Bundle,l2-cie0580-c8,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,kahoot_cie0580_l2,probability,U8,Probability,probability-c8,C8,Probability (Core),,,,3,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,https://payhip.com/25maths?src=cie0580-unit-probability,Presale placeholder + section entitlement + release updates.,3 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,core,unit:probability,section:c8",
L2-CIE0580-E8,L2,cie0580,CIE 0580,Extended,presale,CIE 0580 E8 Probability (Extended) Section Bundle,l2-cie0580-e8,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,kahoot_cie0580_l2,probability,U8,Probability,probability-e8,E8,Probability (Extended),,,,4,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,https://payhip.com/25maths?src=cie0580-unit-probability,Presale placeholder + section entitlement + release updates.,4 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,extended,unit:probability,section:e8",
L2-CIE0580-C9,L2,cie0580,CIE 0580,Core,presale,CIE 0580 C9 Statistics (Core) Section Bundle,l2-cie0580-c9,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,kahoot_cie0580_l2,statistics,U9,Statistics,statistics-c9,C9,Statistics (Core),,,,4,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,https://payhip.com/25maths?src=cie0580-unit-statistics,Presale placeholder + section entitlement + release updates.,4 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,core,unit:statistics,section:c9",
L2-CIE0580-E9,L2,cie0580,CIE 0580,Extended,presale,CIE 0580 E9 Statistics (Extended) Section Bundle,l2-cie0580-e9,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,kahoot_cie0580_l2,statistics,U9,Statistics,statistics-e9,E9,Statistics (Extended),,,,7,1,,,,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,https://payhip.com/25maths?src=cie0580-unit-statistics,Presale placeholder + section entitlement + release updates.,7 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,cie0580,extended,unit:statistics,section:e9",
L2-EDX4MA1-F1,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,presale,Edexcel 4MA1 F1 Number and Arithmetic (Foundation) Section Bundle,l2-edx4ma1-f1,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f1,kahoot_edexcel_l2,number,U1,Number and Arithmetic,number-f1,F1,Number and Arithmetic (Foundation),,,,11,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f1,https://payhip.com/25maths?src=edexcel4ma1-unit-number,Presale placeholder + section entitlement + release updates.,11 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:number,section:f1",
L2-EDX4MA1-H1,L2,edexcel-4ma1,Edexcel 4MA1,Higher,presale,Edexcel 4MA1 H1 Number and Arithmetic (Higher) Section Bundle,l2-edx4ma1-h1,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h1,kahoot_edexcel_l2,number,U1,Number and Arithmetic,number-h1,H1,Number and Arithmetic (Higher),,,,11,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h1,https://payhip.com/25maths?src=edexcel4ma1-unit-number,Presale placeholder + section entitlement + release updates.,11 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,higher,unit:number,section:h1",
L2-EDX4MA1-F2,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,presale,"Edexcel 4MA1 F2 Equations, Formulae and Identities (Foundation) Section Bundle",l2-edx4ma1-f2,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f2,kahoot_edexcel_l2,equations,U2,"Equations, Formulae and Identities",equations-f2,F2,"Equations, Formulae and Identities (Foundation)",,,,8,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f2,https://payhip.com/25maths?src=edexcel4ma1-unit-equations,Presale placeholder + section entitlement + release updates.,8 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:equations,section:f2",
L2-EDX4MA1-H2,L2,edexcel-4ma1,Edexcel 4MA1,Higher,presale,"Edexcel 4MA1 H2 Equations, Formulae and Identities (Higher) Section Bundle",l2-edx4ma1-h2,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h2,kahoot_edexcel_l2,equations,U2,"Equations, Formulae and Identities",equations-h2,H2,"Equations, Formulae and Identities (Higher)",,,,8,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h2,https://payhip.com/25maths?src=edexcel4ma1-unit-equations,Presale placeholder + section entitlement + release updates.,8 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,higher,unit:equations,section:h2",
L2-EDX4MA1-F3,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,presale,"Edexcel 4MA1 F3 Functions, Sequences and Graphs (Foundation) Section Bundle",l2-edx4ma1-f3,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f3,kahoot_edexcel_l2,sequences,U3,"Functions, Sequences and Graphs",sequences-f3,F3,"Functions, Sequences and Graphs (Foundation)",,,,4,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f3,https://payhip.com/25maths?src=edexcel4ma1-unit-sequences,Presale placeholder + section entitlement + release updates.,4 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:sequences,section:f3",
L2-EDX4MA1-H3,L2,edexcel-4ma1,Edexcel 4MA1,Higher,presale,"Edexcel 4MA1 H3 Functions, Sequences and Graphs (Higher) Section Bundle",l2-edx4ma1-h3,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h3,kahoot_edexcel_l2,sequences,U3,"Functions, Sequences and Graphs",sequences-h3,H3,"Functions, Sequences and Graphs (Higher)",,,,4,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h3,https://payhip.com/25maths?src=edexcel4ma1-unit-sequences,Presale placeholder + section entitlement + release updates.,4 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,higher,unit:sequences,section:h3",
L2-EDX4MA1-F4,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,presale,Edexcel 4MA1 F4 Geometry and Mensuration (Foundation) Section Bundle,l2-edx4ma1-f4,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f4,kahoot_edexcel_l2,geometry,U4,Geometry and Mensuration,geometry-f4,F4,Geometry and Mensuration (Foundation),,,,11,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f4,https://payhip.com/25maths?src=edexcel4ma1-unit-geometry,Presale placeholder + section entitlement + release updates.,11 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:geometry,section:f4",
L2-EDX4MA1-H4,L2,edexcel-4ma1,Edexcel 4MA1,Higher,presale,Edexcel 4MA1 H4 Geometry and Mensuration (Higher) Section Bundle,l2-edx4ma1-h4,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h4,kahoot_edexcel_l2,geometry,U4,Geometry and Mensuration,geometry-h4,H4,Geometry and Mensuration (Higher),,,,11,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h4,https://payhip.com/25maths?src=edexcel4ma1-unit-geometry,Presale placeholder + section entitlement + release updates.,11 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,higher,unit:geometry,section:h4",
L2-EDX4MA1-F5,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,presale,Edexcel 4MA1 F5 Vectors and Transformations (Foundation) Section Bundle,l2-edx4ma1-f5,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f5,kahoot_edexcel_l2,vectors,U5,Vectors and Transformations,vectors-f5,F5,Vectors and Transformations (Foundation),,,,2,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f5,https://payhip.com/25maths?src=edexcel4ma1-unit-vectors,Presale placeholder + section entitlement + release updates.,2 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:vectors,section:f5",
L2-EDX4MA1-H5,L2,edexcel-4ma1,Edexcel 4MA1,Higher,presale,Edexcel 4MA1 H5 Vectors and Transformations (Higher) Section Bundle,l2-edx4ma1-h5,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h5,kahoot_edexcel_l2,vectors,U5,Vectors and Transformations,vectors-h5,H5,Vectors and Transformations (Higher),,,,2,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h5,https://payhip.com/25maths?src=edexcel4ma1-unit-vectors,Presale placeholder + section entitlement + release updates.,2 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,higher,unit:vectors,section:h5",
L2-EDX4MA1-F6,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,presale,Edexcel 4MA1 F6 Statistics and Probability (Foundation) Section Bundle,l2-edx4ma1-f6,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f6,kahoot_edexcel_l2,statistics,U6,Statistics and Probability,statistics-f6,F6,Statistics and Probability (Foundation),,,,3,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f6,https://payhip.com/25maths?src=edexcel4ma1-unit-statistics,Presale placeholder + section entitlement + release updates.,3 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:statistics,section:f6",
L2-EDX4MA1-H6,L2,edexcel-4ma1,Edexcel 4MA1,Higher,presale,Edexcel 4MA1 H6 Statistics and Probability (Higher) Section Bundle,l2-edx4ma1-h6,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h6,kahoot_edexcel_l2,statistics,U6,Statistics and Probability,statistics-h6,H6,Statistics and Probability (Higher),,,,3,1,,,,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h6,https://payhip.com/25maths?src=edexcel4ma1-unit-statistics,Presale placeholder + section entitlement + release updates.,3 SubTopic worksheets + answers + section practice progression.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",/payhip/presale/kahoot-presale-info-template.pdf,"kahoot,presale,l2,edexcel-4ma1,higher,unit:statistics,section:h6",
