sku,listing_title,final_title_en,title_variant_used,listing_title_short_en,listing_title_mobile_en,board_label,tier_scope,price_early_bird,price_regular,early_bird_end_date,release_date,main_cover_png,image_folder,subtitle_en,short_description_en,seo_title_en,cta_label_en,status_product_created,status_9_images_uploaded,status_copy_pasted,status_seo_configured,status_pricing_set,status_published,final_payhip_url,published_at_utc,notes
L1-CIE0580-C1-11,CIE 0580 C1-11 Ratio And Proportion Worksheet + Kahoot Companion (Core),CIE 0580 C1-11 Ratio & Proportion (Core),short,CIE 0580 C1-11 Ratio & Proportion (Core),CIE 0580 C1-11 Ratio & Proportion (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c1-11/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c1-11,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C1-11 Ratio And Proportion (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C1-11 Ratio And Proportion Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/2DnTA,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C1-12,CIE 0580 C1-12 Rates Worksheet + Kahoot Companion (Core),CIE 0580 C1-12 Rates (Core),short,CIE 0580 C1-12 Rates (Core),CIE 0580 C1-12 Rates (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c1-12/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c1-12,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C1-12 Rates (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C1-12 Rates Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/c7hZG,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C1-13,CIE 0580 C1-13 Percentages Worksheet + Kahoot Companion (Core),CIE 0580 C1-13 Percentages (Core),short,CIE 0580 C1-13 Percentages (Core),CIE 0580 C1-13 Percentages (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c1-13/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c1-13,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C1-13 Percentages (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C1-13 Percentages Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/iQz60,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C1-14,CIE 0580 C1-14 Using A Calculator Worksheet + Kahoot Companion (Core),CIE 0580 C1-14 Calculator Use (Core),short,CIE 0580 C1-14 Calculator Use (Core),CIE 0580 C1-14 Calculator Use (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c1-14/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c1-14,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C1-14 Using A Calculator (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C1-14 Using A Calculator Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/BJHGu,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C1-15,CIE 0580 C1-15 Time Worksheet + Kahoot Companion (Core),CIE 0580 C1-15 Time (Core),short,CIE 0580 C1-15 Time (Core),CIE 0580 C1-15 Time (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c1-15/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c1-15,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C1-15 Time (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C1-15 Time Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/iOtHy,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C1-16,CIE 0580 C1-16 Money Worksheet + Kahoot Companion (Core),CIE 0580 C1-16 Money (Core),short,CIE 0580 C1-16 Money (Core),CIE 0580 C1-16 Money (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c1-16/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c1-16,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C1-16 Money (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C1-16 Money Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/Rvpbi,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-01,CIE 0580 C2-01 Introduction To Algebra Worksheet + Kahoot Companion (Core),CIE 0580 C2-01 Introduction To Algebra (Core),short,CIE 0580 C2-01 Introduction To Algebra (Core),CIE 0580 C2-01 Introduction To Algebra (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-01 Introduction To Algebra (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-01 Introduction To Algebra Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/J3iK4,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-02,CIE 0580 C2-02 Algebraic Manipulation Worksheet + Kahoot Companion (Core),CIE 0580 C2-02 Algebraic Manipulation (Core),short,CIE 0580 C2-02 Algebraic Manipulation (Core),CIE 0580 C2-02 Algebraic Manipulation (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-02 Algebraic Manipulation (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-02 Algebraic Manipulation Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/oyXVL,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-04,CIE 0580 C2-04 Indices Ii Worksheet + Kahoot Companion (Core),CIE 0580 C2-04 Indices Ii (Core),short,CIE 0580 C2-04 Indices Ii (Core),CIE 0580 C2-04 Indices Ii (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-04/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-04,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-04 Indices Ii (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-04 Indices Ii Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/6DEsU,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-05,CIE 0580 C2-05 Equations Worksheet + Kahoot Companion (Core),CIE 0580 C2-05 Equations (Core),short,CIE 0580 C2-05 Equations (Core),CIE 0580 C2-05 Equations (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-05/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-05,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-05 Equations (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-05 Equations Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/R6qT5,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-06,CIE 0580 C2-06 Inequalities Worksheet + Kahoot Companion (Core),CIE 0580 C2-06 Inequalities (Core),short,CIE 0580 C2-06 Inequalities (Core),CIE 0580 C2-06 Inequalities (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-06/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-06,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-06 Inequalities (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-06 Inequalities Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/obXDj,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-07,CIE 0580 C2-07 Sequences Worksheet + Kahoot Companion (Core),CIE 0580 C2-07 Sequences (Core),short,CIE 0580 C2-07 Sequences (Core),CIE 0580 C2-07 Sequences (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-07/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-07,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-07 Sequences (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-07 Sequences Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/xblgS,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-09,CIE 0580 C2-09 Graphs In Practical Situations Worksheet + Kahoot Companion (Core),CIE 0580 C2-09 Graphs In Practical Situations (Core),short,CIE 0580 C2-09 Graphs In Practical Situations (Core),CIE 0580 C2-09 Graphs In Practical Situations (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-09/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-09,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-09 Graphs In Practical Situations (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-09 Graphs In Practical Situations Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/zhucq,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-10,CIE 0580 C2-10 Graphs Of Functions Worksheet + Kahoot Companion (Core),CIE 0580 C2-10 Graphs Of Functions (Core),short,CIE 0580 C2-10 Graphs Of Functions (Core),CIE 0580 C2-10 Graphs Of Functions (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-10/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-10,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-10 Graphs Of Functions (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-10 Graphs Of Functions Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/IQ9nf,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C2-11,CIE 0580 C2-11 Sketching Curves Worksheet + Kahoot Companion (Core),CIE 0580 C2-11 Sketching Curves (Core),short,CIE 0580 C2-11 Sketching Curves (Core),CIE 0580 C2-11 Sketching Curves (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c2-11/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c2-11,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C2-11 Sketching Curves (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C2-11 Sketching Curves Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/WilUf,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C3-01,CIE 0580 C3-01 Coordinates Worksheet + Kahoot Companion (Core),CIE 0580 C3-01 Coordinates (Core),short,CIE 0580 C3-01 Coordinates (Core),CIE 0580 C3-01 Coordinates (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c3-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c3-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C3-01 Coordinates (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C3-01 Coordinates Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/DGFaq,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C3-02,CIE 0580 C3-02 Drawing Linear Graphs Worksheet + Kahoot Companion (Core),CIE 0580 C3-02 Drawing Linear Graphs (Core),short,CIE 0580 C3-02 Drawing Linear Graphs (Core),CIE 0580 C3-02 Drawing Linear Graphs (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c3-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c3-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C3-02 Drawing Linear Graphs (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C3-02 Drawing Linear Graphs Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/rC9AT,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C3-03,CIE 0580 C3-03 Gradient Of Linear Graphs Worksheet + Kahoot Companion (Core),CIE 0580 C3-03 Gradient Of Linear Graphs (Core),short,CIE 0580 C3-03 Gradient Of Linear Graphs (Core),CIE 0580 C3-03 Gradient Of Linear Graphs (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c3-03/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c3-03,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C3-03 Gradient Of Linear Graphs (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C3-03 Gradient Of Linear Graphs Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/r473G,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C3-05,CIE 0580 C3-05 Equations Of Linear Graphs Worksheet + Kahoot Companion (Core),CIE 0580 C3-05 Equations Of Linear Graphs (Core),short,CIE 0580 C3-05 Equations Of Linear Graphs (Core),CIE 0580 C3-05 Equations Of Linear Graphs (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c3-05/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c3-05,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C3-05 Equations Of Linear Graphs (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C3-05 Equations Of Linear Graphs Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/JdSkO,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C3-06,CIE 0580 C3-06 Parallel Lines Worksheet + Kahoot Companion (Core),CIE 0580 C3-06 Parallel Lines (Core),short,CIE 0580 C3-06 Parallel Lines (Core),CIE 0580 C3-06 Parallel Lines (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c3-06/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c3-06,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C3-06 Parallel Lines (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C3-06 Parallel Lines Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/zrOUv,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C4-01,CIE 0580 C4-01 Geometrical Terms Worksheet + Kahoot Companion (Core),CIE 0580 C4-01 Geo Terms (Core),short,CIE 0580 C4-01 Geo Terms (Core),CIE 0580 C4-01 Geo Terms (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-01 Geometrical Terms (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-01 Geometrical Terms Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/w1Zjk,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
